nm_habs,cod_an
100,id_7308
4124,id_6658
8091,id_4077
14874,id_4666
1990,id_3133
1738,id_8098
1090,id_4128
1085,id_4670
27,id_6098
234,id_7707
908,id_6711
238,id_3545
3427,id_4602
270,id_4782
238,id_1109
95,id_4381
55,id_3435
149,id_3740
1930,id_2462
744,id_2015
76,id_7503
283,id_6244
50,id_4295
267,id_6230
409,id_0146
11843,id_6965
3002,id_7494
449,id_7057
928,id_0332
753,id_1348
86,id_0161
1483,id_5867
1869,id_3486
276,id_6276
391,id_4124
676,id_2077
409,id_1219
109,id_5481
142,id_3187
5277,id_3040
130,id_2144
175,id_3623
92,id_2811
265,id_2348
2001,id_3086
3099,id_1802
1529,id_7664
534,id_7189
12633,id_6286
1989,id_4054
3860,id_7441
2397,id_0838
2616,id_1899
53,id_6381
326,id_2429
2183,id_4710
13188,id_6062
168,id_7907
311,id_6022
103,id_0558
201,id_1142
1343,id_1051
196,id_2116
728,id_7940
959,id_6127
488,id_5036
936,id_7107
407,id_2672
250,id_5706
1784,id_1652
5733,id_7025
539,id_0970
321,id_3686
1342,id_2228
4910,id_3879
242,id_7797
2793,id_4695
21301,id_1360
2092,id_0518
2461,id_4628
170,id_0397
501,id_1288
68,id_7876
133,id_0646
119,id_7941
2303,id_3098
18018,id_3506
546,id_3116
2569,id_3732
225,id_4369
1239,id_6463
138,id_6113
2241,id_5153
242,id_7375
23146,id_2529
106,id_4177
94,id_5533
1030,id_3579
15498,id_3465
198,id_4039
3744,id_0941
721,id_1829
331,id_7890
5019,id_1610
1793,id_4249
1161,id_4856
4356,id_3307
639,id_6958
821,id_2921
226,id_3591
2277,id_1375
61138,id_1349
1239,id_2668
251,id_0310
74,id_4528
1277,id_5348
3313,id_2895
148,id_6118
199549,id_1291
13930,id_0445
73,id_5905
7272,id_3400
65,id_0672
738,id_7138
6107,id_4881
313,id_5235
2485,id_1018
247,id_1894
158,id_7082
12673,id_7618
196,id_5058
216,id_4151
894,id_6386
616,id_6926
1186,id_0378
1263,id_4437
1923,id_0243
129,id_5169
342,id_2599
2860,id_5691
318,id_2049
628,id_4788
1127,id_1295
135,id_5053
706,id_8032
318,id_3323
1613,id_1694
126,id_2017
36,id_2946
306,id_6671
761,id_3413
33,id_5163
495,id_2342
93584,id_0907
2121,id_3507
699,id_3914
149,id_7436
292,id_1370
143,id_4334
5869,id_4926
97,id_2262
16829,id_7504
14056,id_2721
1438,id_4967
163,id_5150
168,id_1715
183,id_4585
74,id_5063
10330,id_6831
6458,id_2977
142,id_1069
1456,id_5361
230,id_8078
559,id_7461
130,id_7315
512,id_7847
111,id_0152
2544,id_0260
240,id_1459
105,id_1606
371,id_0073
115,id_4499
751,id_0771
2295,id_7387
290,id_1499
1241,id_4520
488,id_4867
332,id_1313
125,id_5862
82,id_1299
201,id_3709
1013,id_4031
145,id_4326
306,id_5007
3832,id_4325
9368,id_7792
319,id_5752
662,id_6913
1313,id_0021
603,id_4873
1378,id_0977
4722,id_5180
35,id_5468
73,id_6646
128,id_2304
4536,id_7323
909,id_0104
1227,id_6184
907,id_6282
127,id_3011
12934,id_4519
585,id_7325
9930,id_3994
16,id_4589
1260,id_6006
154,id_3566
448,id_0590
810,id_2275
631,id_6522
366,id_0495
146,id_0348
2378,id_0824
153,id_2892
865,id_4689
179,id_0324
9369,id_7198
142,id_0402
28629,id_7929
56,id_1157
275,id_6795
3934,id_0093
5212,id_7924
1028,id_1590
229,id_7167
243,id_3313
594,id_0123
1470,id_3246
552,id_3238
158,id_3417
2311,id_0664
6633,id_4661
5804,id_4212
251,id_6292
3533,id_1483
231,id_1828
3866,id_3513
100,id_2863
2244,id_2317
3424,id_6373
137,id_1887
402,id_5786
2091,id_5534
1609,id_1180
6683,id_3775
436,id_5059
363,id_6143
2443,id_2020
103,id_5828
1087,id_3184
2169,id_1418
207,id_7468
68,id_7236
75,id_0421
283,id_5571
236,id_6183
119,id_2054
5362,id_1309
211,id_6121
263,id_2771
155,id_3042
136,id_2814
156,id_7743
1186,id_5132
159,id_6600
11528,id_3185
1368,id_2165
108,id_7048
321,id_4444
383,id_1734
2777,id_5655
22322,id_5995
398,id_3638
7105,id_1635
302,id_7486
39,id_5928
573,id_1002
1246,id_2653
51,id_1683
412,id_1427
127,id_0782
211,id_0308
2745,id_1623
1247,id_4584
18404,id_1637
48,id_4267
592,id_4506
860,id_1955
266,id_2013
415,id_5602
26112,id_2731
1862,id_7535
167458,id_6724
30,id_0752
49,id_1796
567,id_2697
231,id_5219
1732,id_1414
122,id_0663
1254,id_7145
2222,id_6353
69,id_0747
144,id_7467
524,id_4449
4684,id_7550
890,id_5777
1297,id_2670
24777,id_5881
448,id_4922
34,id_0376
67,id_3817
3363,id_3393
42,id_2644
36,id_4425
2088,id_5491
33,id_5079
406,id_3710
192,id_1027
309961,id_5838
6265,id_6557
7039,id_6701
228,id_4583
276,id_4869
491,id_6185
2434,id_2217
187,id_5714
259,id_4540
3268,id_0564
1292,id_7970
72,id_2434
625,id_0536
2577,id_2613
221,id_7087
198,id_0339
544,id_6540
716,id_3265
2680,id_4172
45485,id_5796
4394,id_5137
6226,id_2695
37,id_0205
788,id_2735
660,id_4452
300,id_3430
237,id_5707
21493,id_4217
15800,id_1017
113,id_1457
12022,id_7465
224,id_1903
283,id_0930
3654,id_6178
6215,id_5411
137,id_2454
336,id_7830
410,id_2142
1007,id_1673
78,id_4206
231,id_3580
797,id_5083
5759,id_4422
919,id_7566
2141,id_1732
3080,id_6146
139809,id_4460
251,id_5024
469,id_2989
192,id_1133
10585,id_2752
201,id_1054
687,id_7102
218,id_7002
144,id_3559
690,id_2730
99,id_1162
743,id_0304
22,id_2257
806,id_4683
36,id_5924
1135,id_5285
1258,id_4718
21678,id_0355
84,id_6890
180,id_4783
726,id_6165
2013,id_0697
1177,id_0293
84,id_3370
459,id_3770
5523,id_2028
4178,id_4844
852,id_4139
1683,id_1569
236,id_7119
775,id_5760
4018,id_7483
1952,id_6708
701,id_1544
6005,id_4575
662,id_4898
778,id_2775
1030,id_1302
972,id_2281
1862,id_7267
510,id_1266
1684,id_3773
145,id_3209
1598,id_7542
243,id_3376
675,id_5972
312,id_0738
641,id_3263
90,id_4331
813,id_0787
205,id_4315
9743,id_1860
1661,id_3605
73,id_2307
43,id_2540
221,id_6957
31,id_5307
3903,id_0682
3541,id_2782
441,id_0814
256,id_1032
243,id_6603
1662,id_5357
29747,id_6798
3879,id_4196
275,id_2377
80,id_4490
1276,id_2689
97,id_1025
519,id_4982
1004,id_1981
269,id_0258
1330,id_5639
2002,id_3904
163,id_0170
122,id_1431
59629,id_2330
22369,id_5907
2520,id_2517
4870,id_3687
108,id_7163
129,id_3036
23504,id_4633
3424,id_2575
146,id_0101
3895,id_6484
565,id_0054
1232,id_4424
215,id_3537
97,id_3786
30,id_5385
41,id_4189
276,id_6011
360,id_3473
230,id_3523
758,id_7711
117,id_3485
148,id_0281
422,id_4786
359,id_5836
107,id_4165
12387,id_2052
313,id_3639
2745,id_4248
4417,id_4743
8521,id_3759
409,id_6940
345,id_0696
118,id_6773
814,id_6272
3503,id_2700
2719,id_2123
629,id_1105
428,id_4421
3941,id_1168
2178,id_0853
104,id_6375
652,id_4739
87,id_1529
155,id_5474
1003,id_3377
3120,id_5369
10702,id_5485
256,id_7724
1174,id_6542
25925,id_3611
5815,id_3037
510,id_1782
589,id_7725
60,id_1400
3731,id_0340
293,id_7255
299,id_5271
534,id_7137
465,id_1092
351,id_7627
202,id_6271
493,id_3006
89,id_7476
26022,id_0141
1583,id_7573
39,id_1733
3218,id_1565
317,id_5779
356,id_3784
247,id_6009
10655,id_3606
329,id_3570
392,id_0443
4060,id_2276
700,id_0661
159,id_0198
139,id_3489
589,id_2040
243,id_3620
7999,id_2242
7466,id_7203
248521,id_6227
86620,id_5129
227,id_3650
295,id_3761
1218,id_3431
5366,id_1271
171,id_7838
195,id_7162
405,id_1586
537,id_0192
20563,id_2384
7303,id_0011
1105,id_6632
512,id_2969
15,id_0656
180,id_4359
220,id_1703
1448,id_7183
1342,id_6229
161,id_1931
1228,id_7667
82,id_7696
18565,id_5038
405,id_3365
123,id_4791
251,id_6682
463,id_5509
632,id_4485
5482,id_5851
5295,id_5555
205,id_6348
70,id_0030
190,id_1186
1970,id_5497
1379,id_6365
859,id_0880
93,id_1593
268,id_1674
679,id_0090
5328,id_6626
843,id_5989
251,id_4595
824,id_3347
589,id_4612
3560,id_1015
9661,id_5500
384,id_4714
270,id_7606
164,id_2872
127945,id_3195
1434,id_7214
222,id_0729
94,id_3754
2414,id_0451
1331,id_6457
1974,id_3218
837,id_0287
609,id_2988
432,id_7988
131,id_7807
2355,id_0061
52,id_5930
76,id_4757
17450,id_5299
953,id_2152
218,id_5587
15406,id_1076
142,id_4742
257,id_0808
1949,id_1503
376,id_3014
846,id_6750
777,id_2498
330,id_5811
109,id_0606
558,id_4238
448,id_3173
95,id_8095
1628,id_6104
5680,id_0430
201,id_0389
4682,id_4979
532,id_3188
4537,id_2995
3472,id_0946
1448,id_0098
261,id_1660
716,id_1044
945,id_0940
306,id_6019
281,id_1604
256,id_0981
1892,id_4200
512,id_4044
10855,id_5483
164,id_0352
280,id_1574
101,id_6376
108,id_7958
1828,id_4404
175,id_0164
896,id_6430
3063,id_7444
1586,id_2097
307,id_3522
42,id_5367
341,id_7293
1889,id_7042
82548,id_6469
184,id_1419
727,id_6998
125,id_0031
130,id_5991
2562,id_8015
99,id_0347
66,id_0368
295,id_2817
158457,id_0876
3485,id_3865
4666,id_7201
1478,id_0892
311,id_3020
1320,id_5341
1780,id_4968
185,id_5832
79,id_4951
115,id_5859
39,id_2828
51,id_6029
658,id_3380
101,id_4079
1966,id_5208
1563,id_5705
229,id_7862
303,id_7624
2515,id_4693
1116,id_5682
49,id_2929
877,id_5086
164,id_5349
6010,id_4071
5720,id_6978
403,id_6756
258,id_1836
4322,id_3990
16838,id_1878
139,id_2777
479,id_3164
8123,id_0505
17334,id_7556
465,id_4521
1101,id_5383
250,id_1746
759,id_3594
1427,id_6995
90,id_0029
211,id_1399
1209,id_3780
127,id_5860
192,id_6199
1359,id_5119
180,id_6480
1612,id_7782
370,id_1141
95,id_4948
618,id_0604
329,id_0881
240,id_5259
4529,id_7962
61,id_1527
141,id_6688
17143,id_0563
4368,id_8110
1893,id_2175
1785,id_7530
583,id_6209
750,id_3115
962,id_4226
29,id_6387
2571,id_5293
1006,id_7994
10558,id_3516
947,id_6731
1277,id_7311
481,id_5531
1377,id_2955
1308,id_7327
57,id_1467
44,id_7270
3017,id_1398
514,id_7199
116,id_3382
605,id_6880
355,id_1716
82,id_0986
1149,id_2044
1240,id_7969
4849,id_2865
720,id_0058
7638,id_1663
1869,id_3805
192,id_1204
14912,id_5353
1088,id_2516
820,id_2847
2760,id_1325
632,id_0676
486,id_1078
319946,id_5471
365,id_7310
1814,id_4341
78632,id_7979
2953,id_2894
268,id_6320
53,id_4970
252,id_0635
1617,id_3553
298,id_5727
441,id_4304
306,id_3095
1765,id_6653
10758,id_1410
1113,id_3100
127,id_7452
18787,id_6017
76,id_5181
5784,id_1576
198,id_1190
47,id_6048
152,id_6413
632,id_0157
1361,id_0453
329,id_6598
112,id_0277
208,id_0341
9554,id_7168
610,id_0369
382,id_0963
5568,id_2340
91,id_0666
3149,id_4853
267,id_0155
34,id_1167
1215,id_7165
47,id_3916
2154,id_7926
264,id_2444
1257,id_4651
3423,id_3453
3289,id_6878
102,id_2219
2422,id_3833
245,id_5909
3996,id_6881
150,id_3929
22,id_4153
1063,id_1223
606,id_5214
182,id_5590
3631,id_8089
2455,id_1914
128,id_1945
375,id_1608
479,id_6941
3442,id_1686
2913,id_6621
49,id_3062
157,id_3128
237,id_3336
5795,id_1300
8556,id_6501
2452,id_2521
921,id_3391
630,id_4913
623,id_0221
1371,id_5956
26312,id_1098
113,id_4909
451,id_6398
282,id_0458
2069,id_0203
671,id_4784
76,id_4349
252,id_6001
100,id_4204
43,id_7260
1108,id_7837
1247,id_1847
1155,id_3897
786,id_0992
2378,id_4952
3793,id_2129
741,id_7910
472,id_4870
3368,id_0254
13012,id_5567
50,id_2146
147,id_5060
31,id_7927
255,id_1213
340,id_0591
162,id_0328
2663,id_7736
125,id_2691
41,id_1820
573,id_3350
22457,id_7569
3175,id_1501
534,id_2293
164,id_2274
10613,id_3030
527,id_5084
111,id_4514
648,id_5588
9494,id_1661
223,id_7744
1411,id_1676
382,id_4450
117,id_1377
18233,id_4433
125,id_0922
3877,id_0891
379,id_5528
149,id_3899
745,id_0076
181,id_6410
3052,id_5931
745,id_1996
6044,id_0551
593,id_0321
1009,id_5091
193,id_7883
174,id_2663
146,id_6125
1084,id_5868
985,id_6529
332,id_6031
2188,id_5651
693,id_0650
780,id_0830
1117,id_5321
1226,id_6193
10416,id_1960
422,id_1570
360,id_1961
16465,id_6721
17750,id_7740
663,id_5992
2065,id_7291
5155,id_5224
475,id_4839
218,id_1659
3109,id_1383
183,id_6277
33,id_3248
5205,id_5347
263,id_7147
703,id_1159
114,id_3982
32524,id_5942
643,id_1322
648,id_7276
434,id_7745
603367,id_1058
8589,id_5273
4950,id_2285
2233,id_5124
374,id_5226
812,id_5380
2013,id_2844
25529,id_2327
1138,id_6863
898,id_5887
1404,id_3627
231,id_0694
2637,id_4235
587,id_7594
3110,id_2950
619,id_0099
97,id_7916
1353,id_7466
58,id_7160
321,id_7750
2336,id_3488
712,id_1433
877,id_2964
180,id_2799
405,id_3487
737,id_6267
145,id_5659
151,id_5303
175,id_2615
1534,id_2997
1205,id_2295
513,id_6588
252,id_5781
597,id_4978
58410,id_7299
86,id_3766
249,id_5032
5282,id_7582
235,id_7028
699,id_6633
199,id_1876
49,id_8003
172,id_1599
48,id_7396
2748,id_1895
1387,id_8102
14066,id_4921
369,id_2277
16396,id_5595
41,id_7294
2279,id_2325
268,id_7445
20997,id_0087
12115,id_2881
827,id_5170
593,id_6901
1428,id_6316
122,id_6698
1148,id_2741
51,id_0532
4058,id_3831
235,id_3161
131,id_4319
100,id_1245
319,id_5366
1495,id_2351
664,id_1922
2100,id_6392
2912,id_1496
2725,id_4541
24185,id_7939
9126,id_2000
1280,id_6020
5658,id_0336
1630,id_6797
3026,id_5678
3189,id_4062
740,id_0426
352,id_7654
364,id_4051
40348,id_6467
767,id_6746
159,id_1631
265,id_5804
311,id_6619
308,id_4806
323,id_4046
1752,id_4734
649,id_2552
282,id_3911
57791,id_7419
395,id_5541
154,id_1412
47,id_7868
374,id_0578
60,id_5015
1204,id_2917
62,id_4372
4946,id_0224
734,id_7481
1237,id_3550
1121,id_2173
703,id_6298
4028,id_2680
18084,id_5958
2776,id_7712
153,id_4581
7594,id_6408
518,id_4559
752,id_7967
34,id_1446
134710,id_2402
469,id_1004
27,id_6226
1728,id_3375
265,id_3077
222,id_0725
1557,id_5432
382,id_7250
144,id_6981
285,id_5452
332,id_0262
187,id_7320
996,id_7983
600,id_0013
66,id_7948
83,id_2864
371,id_3643
242,id_5872
271,id_2001
1757,id_7975
238,id_7303
2552,id_3091
1559,id_7949
219,id_3633
251,id_0406
100,id_6338
265,id_0327
1502,id_1229
2006,id_0261
172,id_7884
123,id_0109
981,id_4964
1243,id_1551
7172,id_5647
389,id_5113
694,id_4851
325,id_3019
80,id_3536
391,id_2835
463,id_1701
5782,id_1135
279,id_1971
46664,id_5074
8490,id_7014
78,id_1073
170,id_2125
166,id_2447
135,id_3919
141,id_4513
2670,id_5965
161,id_2618
147,id_6714
1114,id_3106
133,id_2717
1067,id_2601
726,id_4111
3326,id_5272
3427,id_2410
20057,id_5768
176,id_1875
129,id_4269
2222,id_0187
232,id_4704
393,id_5715
13606,id_7827
1442,id_3427
1400,id_5524
564,id_2392
211,id_0153
575,id_3229
2271,id_6794
181,id_6836
1657,id_4530
491,id_0333
505,id_5690
838,id_7690
8574,id_5189
1379,id_8056
262,id_1097
40,id_4086
40,id_3975
393,id_1624
303,id_6869
104,id_1620
25,id_1633
988,id_4275
134,id_7252
17853,id_0632
7566,id_3183
121,id_1742
795,id_2223
260,id_1394
442,id_3974
625,id_7318
434,id_4072
2655,id_3467
509,id_5630
658,id_4305
117,id_0542
319,id_2896
1079,id_5140
10380,id_1011
242,id_0617
192,id_6508
369,id_7769
2261,id_0425
2698,id_4749
11844,id_7472
241,id_2010
805,id_7580
7682,id_2736
641,id_4616
159,id_6352
246,id_4174
155,id_3876
10929,id_1808
78,id_0126
355,id_6472
967,id_7953
16989,id_2566
267,id_7912
4016,id_2838
1132,id_7376
128,id_1938
1808,id_3568
83,id_2468
2204,id_4971
408,id_7248
585,id_7018
206,id_0870
355,id_0002
174,id_2329
13606,id_0379
818,id_6152
478,id_3409
1224,id_3353
428,id_1638
42,id_6770
113,id_2371
1395,id_1396
43,id_1908
293,id_2112
155,id_0072
1189,id_7306
538,id_1841
3123,id_0331
1185,id_4725
101,id_7346
33882,id_5594
7246,id_0797
111,id_7089
12693,id_6818
4088,id_3700
980,id_6744
217,id_0269
336,id_7993
4828,id_7456
751,id_3518
293,id_5171
55,id_0191
390,id_7785
538,id_5692
3541,id_1331
97,id_7554
598,id_5051
930,id_6357
1735,id_4759
12920,id_0121
1412,id_5096
12823,id_1101
26942,id_4543
78,id_1788
818,id_1239
179,id_6049
3119,id_5658
2096,id_3583
27443,id_0795
2001,id_4166
2249,id_0143
2235,id_4053
374,id_3092
75,id_7791
4131,id_5034
2627,id_4989
87,id_3046
2616,id_3484
371,id_3519
6768,id_0477
1452,id_1311
1729,id_6003
276,id_1478
4657,id_7506
1003,id_2678
100,id_1508
143,id_2068
218,id_7810
1238,id_3526
1204,id_0500
58,id_6608
447,id_7633
127,id_4846
110,id_0199
33415,id_2802
67,id_2922
4023,id_4043
258,id_6325
61,id_5331
3036,id_5510
150,id_4228
128,id_7952
270,id_1872
106,id_3902
455,id_2207
159,id_7369
785,id_4107
306,id_4930
301,id_6581
2287,id_5103
1732,id_3270
4814,id_2286
1378,id_7771
1177,id_2401
366,id_3653
2269,id_0565
651,id_7850
170,id_0732
50244,id_0544
66,id_0893
1574,id_7224
177,id_6558
394,id_6330
367,id_5743
1126,id_2278
330,id_4337
29,id_5473
391,id_6752
997,id_5240
101,id_4032
547,id_7668
5666,id_7290
558,id_7612
7370,id_3118
161,id_0803
106,id_6134
768,id_1087
1872,id_3645
389,id_3247
60476,id_1308
125,id_1297
1711,id_8076
5003,id_3547
4058,id_0600
6418,id_4361
1546,id_5363
290,id_1853
269,id_0176
477,id_1505
177,id_6086
61,id_1489
164,id_1768
2362,id_0178
3041,id_7812
16,id_6345
676,id_7480
1049,id_6846
2072,id_0063
787,id_4321
268,id_7996
54,id_4894
2618,id_6873
1383,id_7931
4106,id_7043
1891,id_1241
561,id_4239
1830,id_1835
47,id_5936
370,id_5741
6275,id_5892
1945,id_2119
2558,id_0678
109,id_6617
217,id_5200
358467,id_4351
193,id_2518
73,id_5683
20090,id_4779
148,id_1754
13976,id_1388
781,id_8050
405,id_7458
98,id_2085
276,id_3084
2501,id_2071
34,id_0545
71,id_5535
112,id_5371
12675,id_2045
352,id_3581
499,id_6781
12473,id_6748
669,id_2651
17,id_0095
3249,id_4243
594,id_0385
2972,id_7133
753,id_0334
351,id_2101
398,id_1670
9884,id_0383
1034,id_4157
728,id_3397
1506,id_3328
24,id_3385
707,id_7622
1060,id_2765
79,id_3663
1768,id_2456
208,id_2610
2258,id_7431
5026,id_6260
89,id_7360
214,id_0834
3165,id_3284
2574,id_4068
184,id_0278
1644,id_3214
130,id_2232
133,id_2160
269,id_3922
15,id_0527
393,id_3614
102,id_3331
97,id_2849
702,id_7053
147,id_4209
240,id_1615
311,id_0089
3296,id_2303
97,id_1304
482,id_7184
87,id_7899
388,id_7373
295,id_7172
147,id_0546
26666,id_3677
104,id_3471
382,id_1515
124,id_1533
163,id_6921
127,id_0041
4491,id_1813
5181,id_7802
1968,id_0052
1688,id_7368
171,id_4866
62,id_1435
632,id_1221
44,id_5701
169,id_7880
3081,id_0454
407,id_6030
2103,id_6785
559,id_4723
62,id_6715
1427,id_2423
268,id_5087
233,id_0257
1544,id_7268
1973,id_6666
164,id_3278
936,id_1549
117,id_1200
12441,id_6466
128,id_2260
1642,id_2048
484,id_5109
196,id_1854
171,id_6882
169,id_0315
9548,id_5754
47650,id_6903
1165,id_6341
811,id_4467
821,id_4576
72,id_0116
1581,id_5941
1131,id_3811
764,id_1601
2488,id_5648
18995,id_6054
2407,id_7649
277,id_5122
2215,id_5213
1560,id_3968
116,id_6654
387,id_0531
112,id_3863
66,id_1823
1389,id_3869
134,id_0734
6034,id_5921
52,id_4289
812,id_5900
742,id_7567
365,id_3635
482,id_0282
498,id_0827
1403,id_1001
1213,id_3798
1058,id_3492
3489,id_7517
170,id_2801
477,id_1359
2344,id_2279
99,id_6287
856,id_4925
127,id_2758
12376,id_3338
193,id_0462
2228,id_0208
533,id_3071
6370,id_6259
5001,id_6977
6933,id_1316
527,id_6139
49,id_6253
739,id_4202
11809,id_0498
3254,id_6290
698,id_3113
1703,id_6251
4255,id_6502
1543,id_7487
370,id_2083
273,id_2568
192,id_7271
472,id_1365
257,id_7047
386,id_5791
196,id_2066
51,id_6092
1273,id_1203
37,id_0001
3516,id_0997
305,id_6674
84,id_2198
5285,id_5865
1006,id_4435
2068,id_2490
135,id_6856
533,id_2764
207,id_6720
52490,id_7976
271,id_4579
199,id_2124
2082,id_7685
4408,id_4060
640,id_5822
330,id_3608
563,id_4013
30,id_7016
726,id_3279
539,id_1264
4629,id_3341
1396,id_0038
6053,id_5295
273,id_7264
400,id_7062
144,id_4660
637,id_0219
1597,id_2140
3465,id_0268
1892,id_1158
46,id_1111
400,id_2267
13513,id_5309
102,id_6834
347,id_1070
1021,id_4428
133,id_0365
3665,id_3889
334,id_3997
1027,id_5022
220,id_0554
483,id_3326
12181,id_6099
6815,id_7823
3984,id_4798
5374,id_3521
442,id_3893
3252,id_0976
529,id_0689
341,id_3830
79,id_5686
2023,id_6334
1582,id_0163
273,id_1891
3586,id_1774
365,id_2268
2373,id_1170
587,id_4637
366,id_5978
2115,id_5624
6028,id_3277
81,id_8042
2153,id_3481
360,id_4503
78,id_7497
347,id_4808
227,id_6337
201,id_7220
3543,id_7786
157,id_2949
15,id_0973
84,id_0338
83,id_7640
2487,id_1074
126,id_4273
704,id_4112
653,id_1581
1972,id_0107
382,id_5538
211,id_7037
2009,id_2725
502,id_0594
255,id_3361
255,id_4852
80,id_5253
899,id_4066
204,id_0937
211,id_4346
388,id_5218
1707,id_4065
4589,id_1235
30739,id_1289
330,id_0817
2309,id_8072
1649,id_4817
7375,id_3950
1225,id_1538
14,id_1749
12407,id_1800
808,id_5030
1218,id_2246
333,id_7143
758,id_7973
106,id_4313
177,id_0485
12296,id_5772
202,id_2856
484,id_7228
3639,id_2265
238,id_0060
310,id_7205
301,id_4560
329,id_1437
41,id_0914
5549,id_0467
945,id_1998
158,id_1776
154,id_3122
325,id_0610
18066,id_6347
494,id_4147
423,id_2156
10509,id_3699
60,id_4815
49,id_3109
259,id_1856
622,id_6499
340,id_2965
5140,id_7324
524,id_2990
416,id_3458
886,id_0791
1006,id_3682
483,id_7314
116,id_3228
156,id_0329
113,id_3179
1702,id_5355
362,id_6280
3385,id_5144
688,id_1469
1374,id_7602
3009,id_7889
2366,id_6354
30970,id_1710
143629,id_4658
1854,id_4312
76,id_1844
3010,id_3808
5053,id_1729
1394,id_7888
468,id_0034
57,id_3834
136,id_6961
3084,id_2637
709,id_5755
1185,id_0179
285,id_7731
14849,id_1486
10874,id_1049
36,id_5583
136,id_5820
680,id_7355
64,id_1194
2646,id_2803
1672,id_3520
875,id_0190
5036,id_1801
176,id_4992
49,id_7877
58,id_3329
5242,id_0959
81,id_0167
1745,id_3266
19933,id_6432
8031,id_2352
253,id_2716
8594,id_5552
1450,id_2141
330,id_4758
246,id_5085
106,id_4789
533,id_5073
122,id_4306
151,id_0982
291,id_6687
125,id_2902
117,id_2724
5027,id_5657
340,id_0452
3421,id_2359
129,id_6815
54,id_5778
683,id_0607
601,id_1371
98377,id_1947
292,id_3448
2005,id_5592
592,id_1795
2141,id_2171
10056,id_2148
328,id_5971
7140,id_2992
202,id_0136
64,id_0848
14674,id_3892
690,id_1690
56,id_1445
1351,id_6790
26886,id_7918
786,id_1479
130,id_6482
1576,id_1711
113,id_1916
1535,id_1528
887,id_7729
194,id_1540
2755,id_6346
17,id_0588
174,id_2625
277,id_6409
680,id_3797
383,id_3038
1154,id_2009
3064,id_2548
1549,id_0129
2554,id_2830
674,id_6166
698,id_3810
157,id_5914
61,id_0113
711,id_7412
4115,id_6907
1142,id_6161
6947,id_3706
532,id_7083
312,id_4525
282,id_5417
43,id_5579
112,id_2961
289,id_2356
3752,id_1975
1035,id_3215
367,id_2866
431,id_4994
118,id_0298
1101,id_4531
980,id_7525
68721,id_2727
1741,id_6053
966,id_4777
3608,id_6897
1235,id_6205
50471,id_0754
101,id_4394
4354,id_6879
91186,id_3629
61,id_5609
397,id_6460
11458,id_3667
328,id_2195
11811,id_4035
649,id_0636
1215,id_2953
4894,id_6696
10706,id_0983
371,id_3849
12238,id_0381
112,id_2308
1032,id_1612
69,id_6405
568,id_1764
594,id_1765
362,id_2414
44170,id_2478
307,id_7232
179,id_5666
1763,id_0626
344,id_7142
3207,id_5699
110,id_2792
5001,id_2388
198,id_0643
422,id_3074
226,id_5241
273,id_1906
2154,id_2796
1621,id_2491
1243,id_0092
27,id_3551
1204,id_0220
284,id_7275
408,id_6216
614,id_2669
1404,id_0985
4974,id_5983
5451,id_3882
159,id_7730
1127,id_5911
2316,id_6690
4698,id_3479
431,id_0517
2563,id_0877
164,id_4434
169,id_3436
12510,id_5097
5951,id_7863
50529,id_2941
701927,id_4854
49,id_1037
628,id_2229
8059,id_1516
8948,id_3143
1255,id_0017
251,id_4389
13839,id_7670
3628,id_6198
9520,id_1283
11671,id_3746
193,id_7935
1067,id_7321
249,id_2578
104,id_5960
29600,id_6279
636,id_4215
174,id_7672
207,id_2812
144,id_5484
127,id_0805
14553,id_0393
6843,id_5601
5074,id_7662
1571,id_0584
5076,id_1177
7213,id_7155
160,id_5740
1334,id_7114
14176,id_7545
431,id_2449
5942,id_7655
177,id_5282
2572,id_6462
632,id_2029
7445,id_8105
4786,id_5516
1691,id_6223
263,id_5464
294,id_5325
540,id_6070
171,id_5066
142,id_2999
69930,id_3802
920,id_4287
2752,id_0470
20182,id_8066
674,id_0577
992,id_5356
4057,id_0819
90,id_3374
1252,id_6531
217,id_6148
10634,id_1543
71,id_2945
5067,id_4545
12098,id_7336
610,id_1934
394,id_4395
2141,id_3986
322,id_7701
58,id_1502
169,id_0084
455,id_0659
85,id_3703
60,id_6835
63,id_2398
153,id_5333
2357,id_4357
4153,id_5654
109,id_7822
3240,id_5546
118,id_5606
213,id_7835
2063,id_1896
510,id_7407
29,id_5845
798,id_7733
493,id_0798
141,id_2673
951,id_5717
1243,id_0100
10455,id_4986
5314,id_4544
2415,id_6093
677,id_3835
2330,id_3432
164,id_3126
414,id_1393
92,id_1230
625,id_2784
914,id_3607
207,id_3776
4618,id_6631
185,id_6084
2451,id_1881
2155,id_6188
52,id_0514
254,id_6877
132,id_2532
388,id_2617
2366,id_2291
141,id_6315
1814,id_5162
5520,id_2931
3313,id_7136
1259,id_3316
765,id_5697
1625,id_3145
1003,id_2523
414,id_3714
286,id_7519
1692,id_1285
1465,id_3478
507,id_4283
187,id_0510
379,id_4678
90,id_6707
10572,id_7818
38,id_0974
179,id_7361
471,id_0638
350,id_1425
1025,id_4731
24260,id_0945
316,id_2122
220,id_4121
406,id_5398
2490,id_2019
316,id_2004
177,id_5203
3179,id_6775
302,id_5412
5265,id_4399
515,id_3009
419,id_3504
